Mejor y peor marca de cada deportista
id_deportista,id_especialidad,nombre_torneo,intento,marca,tipo_marca
599,15,Torneo de New Zealand,8,956.0,mejor
599,15,Torneo de Slovenia,10,871.0,peor
439,11,Torneo de Ivory Coast,1,46153.0,mejor
439,11,Torneo de Zambia,1,50617.0,peor
4,1,Torneo de Liberia,1,9766.0,mejor
4,1,Torneo de Gabon,1,10736.0,peor
58,2,Torneo de Cameroon,1,19532.0,mejor
58,2,Torneo de Congo Republic of the,1,21426.0,peor
343,9,Torneo de Russia,1,7309791.0,mejor
343,9,Torneo de Panama,1,8029220.0,peor
694,18,Torneo de Eritrea,1,7902.0,mejor
694,18,Torneo de Northern Ireland,7,7186.0,peor
232,6,Torneo de Myanmar,1,772171.0,mejor
232,6,Torneo de Pakistan,1,849044.0,peor
586,15,Torneo de Dominica,2,956.0,mejor
586,15,Torneo de Colombia,3,869.0,peor
535,14,Torneo de Armenia,8,667.0,mejor
535,14,Torneo de Andorra,5,606.0,peor
391,10,Torneo de France,1,12103.0,mejor
391,10,Torneo de Uganda,1,13302.0,peor
231,6,Torneo de Maldives,1,773421.0,mejor
231,6,Torneo de Timor-Leste,1,849044.0,peor
395,10,Torneo de Saudi Arabia,1,12100.0,mejor
395,10,Torneo de Venezuela,1,13307.0,peor
218,7,Torneo de Chile,1,1608510.0,mejor
218,7,Torneo de South Korea,1,1768122.0,peor
148,4,Torneo de Cambodia,1,101916.0,mejor
148,4,Torneo de Trinidad and Tobago,1,112041.0,peor
704,18,Torneo de Peru,3,7905.0,mejor
704,18,Torneo de Georgia,3,7194.0,peor
621,16,Torneo de Afghanistan,7,1996.0,mejor
621,16,Torneo de France,1,1815.0,peor
552,14,Torneo de Belize,8,667.0,mejor
552,14,Torneo de Portugal,1,606.0,peor
141,4,Torneo de Czechia,1,101906.0,mejor
141,4,Torneo de Rwanda,1,112056.0,peor
636,16,Torneo de South Korea,4,1995.0,mejor
636,16,Torneo de Saint Lucia,1,1814.0,peor
188,5,Torneo de Antigua and Barbuda,1,208883.0,mejor
188,5,Torneo de Zimbabwe,1,229523.0,peor
442,11,Torneo de Malawi,1,46117.0,mejor
442,11,Torneo de Philippines,1,50694.0,peor
87,3,Torneo de Brunei,1,43573.0,mejor
87,3,Torneo de Cuba,1,47777.0,peor
440,11,Torneo de Indonesia,1,46113.0,mejor
440,11,Torneo de Cambodia,1,50675.0,peor
488,13,Torneo de Denmark,9,261.0,mejor
488,13,Torneo de Armenia,10,237.0,peor
423,11,Torneo de Sudan,1,46092.0,mejor
423,11,Torneo de Jordan,1,50699.0,peor
678,17,Torneo de Ukraine,6,2521.0,mejor
678,17,Torneo de Cameroon,1,2291.0,peor
670,17,Torneo de Ivory Coast,8,2521.0,mejor
670,17,Torneo de Qatar,7,2291.0,peor
348,9,Torneo de Sierra Leone,1,7303410.0,mejor
348,9,Torneo de Cambodia,1,8026576.0,peor
557,14,Torneo de Denmark,8,667.0,mejor
557,14,Torneo de Grenada,10,606.0,peor
126,4,Torneo de Netherlands,1,101918.0,mejor
126,4,Torneo de Virgin Islands (British),1,112019.0,peor
468,12,Torneo de Kenya,1,481179.0,mejor
468,12,Torneo de Oman,1,528800.0,peor
802,20,Torneo de New Zealand,3,9968.0,mejor
802,20,Torneo de Bangladesh,1,9064.0,peor
723,18,Torneo de United Arab Emirates,5,7904.0,mejor
723,18,Torneo de Albania,8,7186.0,peor
507,13,Torneo de Syria,9,261.0,mejor
507,13,Torneo de Liberia,4,237.0,peor
746,19,Torneo de Grenada,3,8987.0,mejor
746,19,Torneo de Malaysia,2,8176.0,peor
402,10,Torneo de New Zealand,1,12105.0,mejor
402,10,Torneo de Niger,1,13305.0,peor
739,19,Torneo de Wales,8,8990.0,mejor
739,19,Torneo de Congo Democratic Republic of the,6,8175.0,peor
150,4,Torneo de Georgia,1,101928.0,mejor
150,4,Torneo de Timor-Leste,1,112020.0,peor
695,18,Torneo de Somalia,4,7901.0,mejor
695,18,Torneo de Chile,2,7186.0,peor
107,3,Torneo de Sweden,1,43501.0,mejor
107,3,Torneo de Gambia,1,47762.0,peor
55,2,Torneo de Greece,1,19501.0,mejor
55,2,Torneo de Netherlands,1,21438.0,peor
394,10,Torneo de Saint Lucia,1,12115.0,mejor
394,10,Torneo de Wales,1,13302.0,peor
611,16,Torneo de Cuba,4,1996.0,mejor
611,16,Torneo de Tuvalu,3,1814.0,peor
195,5,Torneo de Burundi,1,208796.0,mejor
195,5,Torneo de Sierra Leone,1,229463.0,peor
313,9,Torneo de Azerbaijan,1,7304491.0,mejor
313,9,Torneo de Gambia,1,8029156.0,peor
198,5,Torneo de Peru,1,208794.0,mejor
198,5,Torneo de Serbia,1,229428.0,peor
197,5,Torneo de Bhutan,1,209043.0,mejor
197,5,Torneo de Panama,1,229635.0,peor
565,15,Torneo de Sweden,8,956.0,mejor
565,15,Torneo de Bolivia,2,869.0,peor
81,2,Torneo de China,1,19519.0,mejor
81,2,Torneo de Yemen,1,21441.0,peor
117,11,Torneo de Jamaica,1,46095.0,mejor
117,11,Torneo de Costa Rica,1,50649.0,peor
294,8,Torneo de Papua New Guinea,1,3484102.0,mejor
294,8,Torneo de Guatemala,1,3827516.0,peor
25,2,Torneo de Sudan,1,19501.0,mejor
25,2,Torneo de Mauritius,1,21420.0,peor
350,9,Torneo de Peru,1,7309275.0,mejor
350,9,Torneo de Kiribati,1,8023521.0,peor
543,14,Torneo de Sri Lanka,6,667.0,mejor
543,14,Torneo de Netherlands,9,606.0,peor
139,4,Torneo de Yemen,1,101895.0,mejor
139,4,Torneo de Colombia,1,112075.0,peor
269,8,Torneo de Ghana,1,3482665.0,mejor
269,8,Torneo de Myanmar,1,3827938.0,peor
364,10,Torneo de Canada,1,12101.0,mejor
364,10,Torneo de Vanuatu,1,13308.0,peor
445,12,Torneo de Mali,1,481078.0,mejor
445,12,Torneo de Morocco,1,528818.0,peor
100,3,Torneo de Laos,1,43456.0,mejor
100,3,Torneo de Liberia,1,47706.0,peor
710,18,Torneo de Belarus,7,7895.0,mejor
710,18,Torneo de Ireland,6,7186.0,peor
676,17,Torneo de Zimbabwe,10,2518.0,mejor
676,17,Torneo de Saudi Arabia,6,2291.0,peor
555,14,Torneo de Myanmar,9,667.0,mejor
555,14,Torneo de Ghana,2,606.0,peor
95,3,Torneo de Belize,1,43464.0,mejor
95,3,Torneo de Haiti,1,47793.0,peor
572,15,Torneo de Ukraine,2,956.0,mejor
572,15,Torneo de Kazakhstan,2,869.0,peor
646,17,Torneo de Central African Republic,1,2520.0,mejor
646,17,Torneo de Egypt,8,2291.0,peor
772,20,Torneo de Bulgaria,6,9966.0,mejor
772,20,Torneo de Lithuania,1,9072.0,peor
393,10,Torneo de Iraq,1,12109.0,mejor
393,10,Torneo de Afghanistan,1,13293.0,peor
713,18,Torneo de Myanmar,3,7905.0,mejor
713,18,Torneo de Ecuador,1,7191.0,peor
641,16,Torneo de Moldova,8,1996.0,mejor
641,16,Torneo de Mozambique,1,1816.0,peor
162,4,Torneo de Haiti,1,101994.0,mejor
162,4,Torneo de Spain,1,112017.0,peor
230,8,Torneo de Cambodia,1,3481952.0,mejor
230,8,Torneo de Monaco,1,3828843.0,peor
797,20,Torneo de Japan,10,9968.0,mejor
797,20,Torneo de Finland,10,9062.0,peor
9,1,Torneo de Sri Lanka,1,9766.0,mejor
9,1,Torneo de Morocco,1,10734.0,peor
241,12,Torneo de Kyrgyzstan,1,481056.0,mejor
241,12,Torneo de Scotland,1,529067.0,peor
383,10,Torneo de Micronesia,1,12105.0,mejor
383,10,Torneo de Timor-Leste,1,13304.0,peor
261,7,Torneo de Monaco,1,1609056.0,mejor
261,7,Torneo de Uzbekistan,1,1768428.0,peor
143,4,Torneo de Argentina,1,101945.0,mejor
143,4,Torneo de Philippines,1,112066.0,peor
133,5,Torneo de Norway,1,208843.0,mejor
133,5,Torneo de Brazil,1,229592.0,peor
650,17,Torneo de Jamaica,2,2521.0,mejor
650,17,Torneo de Turkey,10,2293.0,peor
66,3,Torneo de Uzbekistan,1,43496.0,mejor
66,3,Torneo de Taiwan,1,47784.0,peor
102,3,Torneo de Equatorial Guinea,1,43454.0,mejor
102,3,Torneo de Congo Republic of the,1,47788.0,peor
22,2,Torneo de Grenada,1,19500.0,mejor
22,2,Torneo de Luxembourg,1,21444.0,peor
137,4,Torneo de Central African Republic,1,101895.0,mejor
137,4,Torneo de Zimbabwe,1,112075.0,peor
5,2,Torneo de Kenya,1,19508.0,mejor
5,2,Torneo de Brunei,1,21450.0,peor
233,6,Torneo de Germany,1,772169.0,mejor
233,6,Torneo de Cuba,1,848869.0,peor
366,10,Torneo de Kuwait,1,12109.0,mejor
366,10,Torneo de Jordan,1,13304.0,peor
270,8,Torneo de Saint Lucia,1,3484446.0,mejor
270,8,Torneo de Sweden,1,3826906.0,peor
534,14,Torneo de Argentina,7,667.0,mejor
534,14,Torneo de Russia,10,606.0,peor
110,3,Torneo de Gabon,1,43458.0,mejor
110,3,Torneo de Chad,1,47781.0,peor
446,12,Torneo de Marshall Islands,1,481711.0,mejor
446,12,Torneo de Germany,1,529036.0,peor
218,6,Torneo de Saint Vincent and the Grenadines,1,772147.0,mejor
218,6,Torneo de Azerbaijan,1,848824.0,peor
207,6,Torneo de Ecuador,1,772110.0,mejor
207,6,Torneo de Fiji,1,849170.0,peor
186,5,Torneo de Morocco,1,208792.0,mejor
186,5,Torneo de Israel,1,229566.0,peor
159,4,Torneo de Bhutan,1,101893.0,mejor
159,4,Torneo de Tuvalu,1,111904.0,peor
42,1,Torneo de Guinea-Bissau,1,9760.0,mejor
42,1,Torneo de Russia,1,10736.0,peor
53,2,Torneo de Algeria,1,19506.0,mejor
53,2,Torneo de Albania,1,21436.0,peor
662,17,Torneo de Cuba,9,2516.0,mejor
662,17,Torneo de Solomon Islands,9,2291.0,peor
804,20,Torneo de Niger,5,9966.0,mejor
804,20,Torneo de Romania,2,9069.0,peor
184,7,Torneo de Fiji,1,1608968.0,mejor
184,7,Torneo de Syria,1,1766874.0,peor
740,19,Torneo de Germany,10,8975.0,mejor
740,19,Torneo de Montenegro,2,8178.0,peor
414,11,Torneo de Jamaica,1,46151.0,mejor
414,11,Torneo de United States,1,50693.0,peor
691,18,Torneo de Nepal,8,7899.0,mejor
691,18,Torneo de Senegal,10,7188.0,peor
630,16,Torneo de Kiribati,2,1996.0,mejor
630,16,Torneo de Fiji,1,1815.0,peor
489,13,Torneo de Fiji,9,261.0,mejor
489,13,Torneo de Lithuania,10,237.0,peor
98,3,Torneo de Ukraine,1,43457.0,mejor
98,3,Torneo de Mexico,1,47761.0,peor
514,13,Torneo de Israel,9,261.0,mejor
514,13,Torneo de Belize,4,237.0,peor
768,20,Torneo de Grenada,6,9960.0,mejor
768,20,Torneo de Lithuania,4,9065.0,peor
183,5,Torneo de Uganda,1,208853.0,mejor
183,5,Torneo de Cabo Verde,1,229496.0,peor
770,20,Torneo de Eritrea,3,9966.0,mejor
770,20,Torneo de Lithuania,8,9065.0,peor
605,16,Torneo de Togo,6,1996.0,mejor
605,16,Torneo de Canada,4,1815.0,peor
241,6,Torneo de Ghana,1,772231.0,mejor
241,6,Torneo de Dominican Republic,1,848797.0,peor
588,15,Torneo de Italy,7,956.0,mejor
588,15,Torneo de Namibia,1,869.0,peor
303,8,Torneo de Papua New Guinea,1,3485317.0,mejor
303,8,Torneo de Rwanda,1,3828626.0,peor
321,8,Torneo de Bangladesh,1,3484087.0,mejor
321,8,Torneo de Turkey,1,3827707.0,peor
199,5,Torneo de Mongolia,1,208792.0,mejor
199,5,Torneo de Chile,1,229613.0,peor
750,19,Torneo de Norway,5,8988.0,mejor
750,19,Torneo de Saint Kitts and Nevis,3,8178.0,peor
700,18,Torneo de Peru,10,7904.0,mejor
700,18,Torneo de Spain,4,7186.0,peor
512,13,Torneo de Saint Lucia,8,261.0,mejor
512,13,Torneo de Nauru,10,237.0,peor
216,8,Torneo de Wales,1,3481810.0,mejor
216,8,Torneo de Cyprus,1,3828454.0,peor
667,17,Torneo de Laos,7,2521.0,mejor
667,17,Torneo de Paraguay,10,2292.0,peor
249,8,Torneo de Syria,1,3482018.0,mejor
249,8,Torneo de Switzerland,1,3828474.0,peor
803,20,Torneo de Belize,6,9963.0,mejor
803,20,Torneo de Andorra,2,9085.0,peor
12,1,Torneo de Burundi,1,9765.0,mejor
12,1,Torneo de Latvia,1,10735.0,peor
142,4,Torneo de Lesotho,1,101929.0,mejor
142,4,Torneo de Cyprus,1,112052.0,peor
769,20,Torneo de Serbia,6,9962.0,mejor
769,20,Torneo de Grenada,1,9064.0,peor
239,6,Torneo de Angola,1,772188.0,mejor
239,6,Torneo de South Korea,1,849057.0,peor
566,15,Torneo de Chad,8,956.0,mejor
566,15,Torneo de Saint Vincent and the Grenadines,2,869.0,peor
411,11,Torneo de Vietnam,1,46118.0,mejor
411,11,Torneo de Gambia,1,50697.0,peor
155,5,Torneo de Togo,1,208805.0,mejor
155,5,Torneo de Guinea,1,229610.0,peor
258,7,Torneo de Bhutan,1,1608385.0,mejor
258,7,Torneo de Micronesia,1,1768204.0,peor
455,12,Torneo de Venezuela,1,481059.0,mejor
455,12,Torneo de Chile,1,528903.0,peor
123,3,Torneo de Libya,1,43484.0,mejor
123,3,Torneo de Colombia,1,47790.0,peor
238,6,Torneo de Nicaragua,1,772237.0,mejor
238,6,Torneo de Ireland,1,848970.0,peor
251,9,Torneo de Ecuador,1,7301146.0,mejor
251,9,Torneo de Azerbaijan,1,8030030.0,peor
174,5,Torneo de Albania,1,208809.0,mejor
174,5,Torneo de Panama,1,229624.0,peor
569,15,Torneo de United Arab Emirates,9,956.0,mejor
569,15,Torneo de Mozambique,3,869.0,peor
92,11,Torneo de Estonia,1,46107.0,mejor
92,11,Torneo de United States,1,50610.0,peor
144,4,Torneo de Iran,1,102076.0,mejor
144,4,Torneo de Costa Rica,1,112072.0,peor
456,12,Torneo de Ghana,1,481207.0,mejor
456,12,Torneo de Vatican City,1,529060.0,peor
140,4,Torneo de Barbados,1,101918.0,mejor
140,4,Torneo de Rwanda,1,112066.0,peor
432,11,Torneo de Central African Republic,1,46178.0,mejor
432,11,Torneo de Kenya,1,50699.0,peor
498,13,Torneo de Canada,9,261.0,mejor
498,13,Torneo de Ukraine,2,237.0,peor
305,9,Torneo de Egypt,1,7308031.0,mejor
305,9,Torneo de Nauru,1,8028469.0,peor
389,10,Torneo de Virgin Islands (British),1,12107.0,mejor
389,10,Torneo de Samoa,1,13303.0,peor
620,16,Torneo de Eritrea,7,1996.0,mejor
620,16,Torneo de Oman,4,1814.0,peor
724,18,Torneo de Jordan,1,7905.0,mejor
724,18,Torneo de Chad,4,7187.0,peor
208,7,Torneo de Belgium,1,1608999.0,mejor
208,7,Torneo de South Sudan,1,1767320.0,peor
525,14,Torneo de Central African Republic,7,667.0,mejor
525,14,Torneo de Slovenia,8,606.0,peor
26,1,Torneo de Algeria,1,9765.0,mejor
26,1,Torneo de Syria,1,10732.0,peor
344,9,Torneo de Mauritania,1,7309082.0,mejor
344,9,Torneo de Uzbekistan,1,8026649.0,peor
15,1,Torneo de Lebanon,1,9760.0,mejor
15,1,Torneo de Uruguay,1,10733.0,peor
222,6,Torneo de Saudi Arabia,1,772442.0,mejor
222,6,Torneo de Myanmar,1,849132.0,peor
571,15,Torneo de Egypt,8,956.0,mejor
571,15,Torneo de Luxembourg,4,869.0,peor
302,8,Torneo de Greece,1,3481507.0,mejor
302,8,Torneo de Zimbabwe,1,3827462.0,peor
36,1,Torneo de Germany,1,9763.0,mejor
36,1,Torneo de Lesotho,1,10734.0,peor
21,1,Torneo de Sri Lanka,1,9764.0,mejor
21,1,Torneo de Panama,1,10735.0,peor
722,18,Torneo de Qatar,9,7905.0,mejor
722,18,Torneo de Sweden,6,7194.0,peor
660,17,Torneo de Ukraine,7,2521.0,mejor
660,17,Torneo de India,5,2291.0,peor
444,12,Torneo de Italy,1,481433.0,mejor
444,12,Torneo de New Zealand,1,528674.0,peor
136,4,Torneo de Monaco,1,101925.0,mejor
136,4,Torneo de Nicaragua,1,112059.0,peor
39,1,Torneo de Congo Republic of the,1,9776.0,mejor
39,1,Torneo de Cambodia,1,10734.0,peor
341,9,Torneo de Russia,1,7303562.0,mejor
341,9,Torneo de Uganda,1,8030363.0,peor
225,6,Torneo de Maldives,1,772162.0,mejor
225,6,Torneo de Mongolia,1,849293.0,peor
243,12,Torneo de Ivory Coast,1,481175.0,mejor
243,12,Torneo de Afghanistan,1,529133.0,peor
431,11,Torneo de Central African Republic,1,46202.0,mejor
431,11,Torneo de Gabon,1,50660.0,peor
801,20,Torneo de Austria,4,9967.0,mejor
801,20,Torneo de Switzerland,9,9062.0,peor
799,20,Torneo de Marshall Islands,9,9959.0,mejor
799,20,Torneo de Scotland,2,9061.0,peor
14,2,Torneo de United Arab Emirates,1,19515.0,mejor
14,2,Torneo de Sweden,1,21450.0,peor
396,10,Torneo de Djibouti,1,12098.0,mejor
396,10,Torneo de Jamaica,1,13295.0,peor
116,3,Torneo de Moldova,1,43470.0,mejor
116,3,Torneo de Somalia,1,47765.0,peor
496,13,Torneo de Trinidad and Tobago,9,261.0,mejor
496,13,Torneo de Marshall Islands,1,237.0,peor
161,4,Torneo de Myanmar,1,101999.0,mejor
161,4,Torneo de Bahamas,1,112070.0,peor
718,18,Torneo de Guatemala,2,7903.0,mejor
718,18,Torneo de Russia,1,7186.0,peor
89,3,Torneo de South Africa,1,43494.0,mejor
89,3,Torneo de Singapore,1,47772.0,peor
563,15,Torneo de Saint Vincent and the Grenadines,6,955.0,mejor
563,15,Torneo de Papua New Guinea,6,869.0,peor
546,14,Torneo de Denmark,4,667.0,mejor
546,14,Torneo de Eritrea,10,606.0,peor
649,17,Torneo de French Guiana,4,2520.0,mejor
649,17,Torneo de Mauritania,3,2293.0,peor
479,12,Torneo de Mongolia,1,481081.0,mejor
479,12,Torneo de Japan,1,528670.0,peor
35,1,Torneo de Vatican City,1,9760.0,mejor
35,1,Torneo de North Korea,1,10726.0,peor
26,2,Torneo de Jamaica,1,19500.0,mejor
26,2,Torneo de Russia,1,21444.0,peor
3,1,Torneo de Djibouti,1,9761.0,mejor
3,1,Torneo de Central African Republic,1,10716.0,peor
77,2,Torneo de Fiji,1,19504.0,mejor
77,2,Torneo de Gambia,1,21450.0,peor
436,11,Torneo de South Africa,1,46199.0,mejor
436,11,Torneo de Chad,1,50696.0,peor
672,17,Torneo de Suriname,2,2521.0,mejor
672,17,Torneo de Indonesia,8,2291.0,peor
99,11,Torneo de Tuvalu,1,46102.0,mejor
99,11,Torneo de Antigua and Barbuda,1,50676.0,peor
351,9,Torneo de Eritrea,1,7304817.0,mejor
351,9,Torneo de Tajikistan,1,8030853.0,peor
674,17,Torneo de Honduras,9,2521.0,mejor
674,17,Torneo de Northern Ireland,3,2291.0,peor
43,3,Torneo de Ghana,1,43463.0,mejor
43,3,Torneo de Guinea-Bissau,1,47737.0,peor
598,15,Torneo de Sri Lanka,6,956.0,mejor
598,15,Torneo de Belize,1,869.0,peor
461,12,Torneo de Kyrgyzstan,1,481061.0,mejor
461,12,Torneo de Suriname,1,528938.0,peor
755,19,Torneo de Serbia,8,8992.0,mejor
755,19,Torneo de Chile,5,8181.0,peor
550,14,Torneo de Papua New Guinea,3,667.0,mejor
550,14,Torneo de Kosovo,4,606.0,peor
47,2,Torneo de Nepal,1,19506.0,mejor
47,2,Torneo de Dominican Republic,1,21433.0,peor
590,15,Torneo de Kosovo,8,956.0,mejor
590,15,Torneo de Saint Vincent and the Grenadines,1,869.0,peor
7,1,Torneo de Palau,1,9765.0,mejor
7,1,Torneo de Mali,1,10736.0,peor
202,5,Torneo de Virgin Islands (British),1,208920.0,mejor
202,5,Torneo de Comoros,1,229633.0,peor
158,4,Torneo de Guyana,1,101933.0,mejor
158,4,Torneo de Armenia,1,111967.0,peor
318,8,Torneo de Uganda,1,3482183.0,mejor
318,8,Torneo de Belgium,1,3827475.0,peor
176,7,Torneo de Kosovo,1,1608164.0,mejor
176,7,Torneo de Slovakia,1,1768354.0,peor
1,2,Torneo de South Africa,1,19505.0,mejor
1,2,Torneo de North Korea,1,21449.0,peor
68,2,Torneo de Lebanon,1,19514.0,mejor
68,2,Torneo de Kosovo,1,21446.0,peor
753,19,Torneo de Papua New Guinea,10,8992.0,mejor
753,19,Torneo de Mongolia,2,8175.0,peor
785,20,Torneo de Austria,9,9967.0,mejor
785,20,Torneo de Gambia,2,9062.0,peor
206,6,Torneo de Honduras,1,772664.0,mejor
206,6,Torneo de Sweden,1,848703.0,peor
416,11,Torneo de Botswana,1,46130.0,mejor
416,11,Torneo de Ivory Coast,1,50625.0,peor
277,7,Torneo de Netherlands,1,1609113.0,mejor
277,7,Torneo de Mali,1,1768515.0,peor
257,7,Torneo de Saint Lucia,1,1608952.0,mejor
257,7,Torneo de Moldova,1,1768723.0,peor
314,8,Torneo de Azerbaijan,1,3482942.0,mejor
314,8,Torneo de Marshall Islands,1,3827260.0,peor
399,10,Torneo de Tunisia,1,12098.0,mejor
399,10,Torneo de Uzbekistan,1,13301.0,peor
509,13,Torneo de Denmark,8,261.0,mejor
509,13,Torneo de Senegal,10,237.0,peor
230,7,Torneo de Dominican Republic,1,1608234.0,mejor
230,7,Torneo de Vietnam,1,1767171.0,peor
684,17,Torneo de Congo Republic of the,9,2519.0,mejor
684,17,Torneo de Papua New Guinea,3,2291.0,peor
462,12,Torneo de Australia,1,481256.0,mejor
462,12,Torneo de United Arab Emirates,1,529130.0,peor
618,16,Torneo de Colombia,6,1996.0,mejor
618,16,Torneo de Kuwait,6,1814.0,peor
502,13,Torneo de Mauritania,9,261.0,mejor
502,13,Torneo de Mexico,10,237.0,peor
545,14,Torneo de Albania,9,667.0,mejor
545,14,Torneo de Philippines,10,606.0,peor
212,6,Torneo de Kosovo,1,772524.0,mejor
212,6,Torneo de Fiji,1,847578.0,peor
14,1,Torneo de Mali,1,9763.0,mejor
14,1,Torneo de Equatorial Guinea,1,10731.0,peor
328,9,Torneo de Palau,1,7311781.0,mejor
328,9,Torneo de Colombia,1,8029944.0,peor
767,20,Torneo de Mexico,7,9963.0,mejor
767,20,Torneo de Netherlands,3,9066.0,peor
517,13,Torneo de Gabon,8,261.0,mejor
517,13,Torneo de Slovenia,2,237.0,peor
371,10,Torneo de Togo,1,12105.0,mejor
371,10,Torneo de Trinidad and Tobago,1,13287.0,peor
610,16,Torneo de Kiribati,6,1996.0,mejor
610,16,Torneo de Turkey,3,1814.0,peor
523,13,Torneo de Nicaragua,6,261.0,mejor
523,13,Torneo de Fiji,10,237.0,peor
483,12,Torneo de Slovakia,1,481149.0,mejor
483,12,Torneo de Belgium,1,529122.0,peor
318,9,Torneo de Paraguay,1,7303454.0,mejor
318,9,Torneo de Cyprus,1,8026066.0,peor
747,19,Torneo de Kyrgyzstan,8,8990.0,mejor
747,19,Torneo de Wales,4,8177.0,peor
501,13,Torneo de Uruguay,8,261.0,mejor
501,13,Torneo de Cambodia,10,237.0,peor
495,13,Torneo de Cabo Verde,9,261.0,mejor
495,13,Torneo de Poland,1,237.0,peor
64,3,Torneo de India,1,43455.0,mejor
64,3,Torneo de Jamaica,1,47793.0,peor
165,5,Torneo de Jamaica,1,208949.0,mejor
165,5,Torneo de Finland,1,229578.0,peor
578,15,Torneo de Argentina,6,956.0,mejor
578,15,Torneo de South Korea,10,869.0,peor
645,17,Torneo de Jamaica,9,2519.0,mejor
645,17,Torneo de Canada,7,2291.0,peor
88,3,Torneo de Dominica,1,43461.0,mejor
88,3,Torneo de Laos,1,47791.0,peor
374,10,Torneo de Laos,1,12102.0,mejor
374,10,Torneo de Bosnia and Herzegovina,1,13308.0,peor
731,19,Torneo de Argentina,9,8991.0,mejor
731,19,Torneo de Bangladesh,10,8174.0,peor
160,4,Torneo de Vatican City,1,101940.0,mejor
160,4,Torneo de Tunisia,1,111974.0,peor
580,16,Torneo de San Marino,7,1996.0,mejor
580,16,Torneo de Turkmenistan,10,1814.0,peor
181,5,Torneo de Niger,1,208772.0,mejor
181,5,Torneo de Saint Kitts and Nevis,1,229629.0,peor
533,14,Torneo de Liechtenstein,8,667.0,mejor
533,14,Torneo de Philippines,1,606.0,peor
544,14,Torneo de Kiribati,9,667.0,mejor
544,14,Torneo de Indonesia,2,606.0,peor
472,12,Torneo de Solomon Islands,1,482244.0,mejor
472,12,Torneo de Switzerland,1,528970.0,peor
485,13,Torneo de Mali,9,261.0,mejor
485,13,Torneo de Burundi,1,237.0,peor
57,2,Torneo de Guinea,1,19504.0,mejor
57,2,Torneo de Marshall Islands,1,21446.0,peor
283,7,Torneo de Vietnam,1,1609953.0,mejor
283,7,Torneo de Bahrain,1,1767971.0,peor
661,17,Torneo de Argentina,3,2519.0,mejor
661,17,Torneo de Russia,7,2291.0,peor
657,17,Torneo de Mali,6,2521.0,mejor
657,17,Torneo de Vanuatu,5,2291.0,peor
145,4,Torneo de Angola,1,101983.0,mejor
145,4,Torneo de Japan,1,112078.0,peor
762,19,Torneo de Bahamas,1,8990.0,mejor
762,19,Torneo de China,6,8180.0,peor
783,20,Torneo de Kuwait,4,9967.0,mejor
783,20,Torneo de Norway,4,9064.0,peor
717,18,Torneo de Liberia,5,7904.0,mejor
717,18,Torneo de Sao Tome and Principe,10,7186.0,peor
617,16,Torneo de Myanmar,7,1995.0,mejor
617,16,Torneo de Greece,9,1814.0,peor
208,6,Torneo de Estonia,1,772645.0,mejor
208,6,Torneo de Lithuania,1,849157.0,peor
805,20,Torneo de Northern Ireland,3,9964.0,mejor
805,20,Torneo de France,2,9068.0,peor
777,20,Torneo de Cabo Verde,2,9964.0,mejor
777,20,Torneo de Morocco,9,9064.0,peor
742,19,Torneo de Sri Lanka,7,8989.0,mejor
742,19,Torneo de Georgia,8,8174.0,peor
466,12,Torneo de Mauritius,1,481492.0,mejor
466,12,Torneo de Indonesia,1,528951.0,peor
176,5,Torneo de Maldives,1,208788.0,mejor
176,5,Torneo de San Marino,1,229585.0,peor
368,10,Torneo de Cuba,1,12113.0,mejor
368,10,Torneo de Mauritius,1,13308.0,peor
719,18,Torneo de Yemen,6,7904.0,mejor
719,18,Torneo de Suriname,3,7187.0,peor
574,15,Torneo de Puerto Rico,8,956.0,mejor
574,15,Torneo de Equatorial Guinea,9,870.0,peor
420,11,Torneo de Malawi,1,46102.0,mejor
420,11,Torneo de South Africa,1,50696.0,peor
250,8,Torneo de Gambia,1,3481418.0,mejor
250,8,Torneo de Vatican City,1,3828714.0,peor
796,20,Torneo de Azerbaijan,1,9968.0,mejor
796,20,Torneo de Senegal,3,9061.0,peor
304,8,Torneo de Vatican City,1,3482843.0,mejor
304,8,Torneo de Northern Ireland,1,3828074.0,peor
721,18,Torneo de Mauritania,3,7904.0,mejor
721,18,Torneo de Puerto Rico,5,7197.0,peor
64,2,Torneo de Finland,1,19521.0,mejor
64,2,Torneo de Jamaica,1,21448.0,peor
452,12,Torneo de Georgia,1,481040.0,mejor
452,12,Torneo de Mozambique,1,529015.0,peor
596,16,Torneo de Canada,1,1996.0,mejor
596,16,Torneo de Paraguay,3,1815.0,peor
251,8,Torneo de Indonesia,1,3481062.0,mejor
251,8,Torneo de Samoa,1,3828790.0,peor
24,2,Torneo de Jamaica,1,19507.0,mejor
24,2,Torneo de Kosovo,1,21441.0,peor
90,3,Torneo de Japan,1,43458.0,mejor
90,3,Torneo de Russia,1,47783.0,peor
229,7,Torneo de Liberia,1,1608326.0,mejor
229,7,Torneo de Lebanon,1,1768785.0,peor
433,11,Torneo de Georgia,1,46101.0,mejor
433,11,Torneo de Benin,1,50656.0,peor
470,12,Torneo de Ecuador,1,481060.0,mejor
470,12,Torneo de Guyana,1,528623.0,peor
